Rank,Microwave Name,Rating,Price,Product Link,Start Time,End Time
70,Stylista Microwave Oven Cover for IFB 38 L Convection 38SRC1 Ditzy Pattern Grey Base,3.2 out of 5 stars,₹349.00,https://www.amazon.in/Stylista-Microwave-Convection-38SRC1-Pattern/dp/B0BZSHXNJZ/ref=zg_bs_g_1380072031_d_sccl_20/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
71,Built in Oven ELICA EPBI 680 MMF 80L,N/A,"₹30,490.00",https://www.amazon.in/Built-ELICA-EPBI-680-MMF/dp/B0DMKN5Q4Q/ref=zg_bs_g_1380072031_d_sccl_21/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
72,"Whirlpool 29 Litres Convection Microwave Oven With 300 Plus Auto Cook Menus (Magicook Pro 31CES-E, Black, Air Fryer)",4.0 out of 5 stars,N/A,https://www.amazon.in/Whirlpool-Litres-Convection-Microwave-Magicook/dp/B09SLTRQWF/ref=zg_bs_g_1380072031_d_sccl_22/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
73,Stylista Microwave Oven Cover for Borosil Prima 19 Liter 1300 Watt Convection Oven Toaster Griller (OTG) Ditzy Pattern offwhi,3.9 out of 5 stars,₹349.00,https://www.amazon.in/Stylista-Microwave-Borosil-Convection-offwhite/dp/B08HQ9S868/ref=zg_bs_g_1380072031_d_sccl_23/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
74,DREAM CARE Grey Floral Printed Microwave Oven Cover Full Closure Suitable for IFB Samsung LG Panasonic Bajaj Whirlpool (21.5,4.0 out of 5 stars,₹299.00,https://www.amazon.in/Dream-Care-Microwave-Convection-MC28H5025VB/dp/B078S38BT4/ref=zg_bs_g_1380072031_d_sccl_24/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
75,Nitasha Waterproof Dust-Proof Microwave Oven Cover for Samsung 35 L Convection (MC35J8085PT/TL),3.3 out of 5 stars,₹349.00,https://www.amazon.in/Nitasha-Waterproof-Dust-Proof-Convection-MC35J8085PT/dp/B09499R2M6/ref=zg_bs_g_1380072031_d_sccl_25/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
76,Nitasha Waterproof Dust-Proof Microwave Oven Cover for LG 32 L All in One Charcoal Convection (MJEN326PK with Starter Kit),3.8 out of 5 stars,₹349.00,https://www.amazon.in/Nitasha-Waterproof-Dust-Proof-Microwave-Convection/dp/B09498TP53/ref=zg_bs_g_1380072031_d_sccl_26/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
77,"The Furnishing Tree OTG cover Suitable for Morphy Richards 30 Liters OTG 30Rcss, Dustproof, Stain-Resistant, Cover Size WxDxH",N/A,₹389.00,https://www.amazon.in/Furnishing-Tree-30Rcss-Dustproof-Stain-Resistant/dp/B0FK3J5SP9/ref=zg_bs_g_1380072031_d_sccl_27/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
78,KRRS™ Digital Printed jute fabric Microwave Top|Oven Top Cover with 4 utility pocket for 20 Litre. (15 * 35 inches) (Green Fl,4.1 out of 5 stars,₹249.00,https://www.amazon.in/KRRSTM-Digital-Printed-Microwave-utility/dp/B0CLVMHT9X/ref=zg_bs_g_1380072031_d_sccl_28/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
79,"Panasonic 27L Microwave Conventional Oven(NN-CT64HBFDG, Black Mirror + Golden , Zero Oil), Free 1 Year Extended Warranty",4.3 out of 5 stars,"₹16,590.00",https://www.amazon.in/Panasonic-Convection-Microwave-NN-CT64HBFDG-Golden/dp/B07GFPW3L5/ref=zg_bs_g_1380072031_d_sccl_29/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
80,"Nitasha Waterproof Dustproof Cover for LG 28 L Convection Microwave Oven (MC2886BFUM, 360? Motorised Rotisserie, with Starter",5.0 out of 5 stars,₹349.00,https://www.amazon.in/Nitasha-Waterproof-Convection-MC2886BFUM-Rotisserie/dp/B09FP2CT28/ref=zg_bs_g_1380072031_d_sccl_30/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
81,Lithara Printed Waterproof Microwave Oven Cover for LG 28L Model : MC2886SFU | Sams05 (Multicolor),5.0 out of 5 stars,₹299.00,https://www.amazon.in/Lithara-Multi-Colour-Microwave-MC2886SFU/dp/B078MPBT6Q/ref=zg_bs_g_1380072031_d_sccl_81/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
82,"The Furnishing Tree OTG cover Suitable for Borosil 48 Liters OTG Prima, Dustproof, Stain-Resistant, Cover Size WxDxH in CM- (",N/A,₹319.00,https://www.amazon.in/Furnishing-Tree-Prima-Stain-Resistant-55-5x48x35/dp/B0FK3FM89M/ref=zg_bs_g_1380072031_d_sccl_82/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
83,Jolfay 1400W Halogen Convection Oven with Extension Ring 13L Healthy Kitchen Low Fat Portable | Convection oven with handle 1,N/A,"₹5,910.00",https://www.amazon.in/Jolfay-Convection-Extension-Combination-thermostat/dp/B0DTQ3Q1B6/ref=zg_bs_g_1380072031_d_sccl_83/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
84,Stylista Microwave Oven Cover for Morphy Richards 25 L Convection 25 CG with 200 ACM Petals Pattern Green,N/A,₹349.00,https://www.amazon.in/Stylista-Microwave-Richards-Convection-Pattern/dp/B08RDVLNB3/ref=zg_bs_g_1380072031_d_sccl_84/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
85,"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with",4.3 out of 5 stars,N/A,https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJ2887BFUM/dp/B09M7DH9LJ/ref=zg_bs_g_1380072031_d_sccl_85/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
86,Stylista Microwave Oven Cover for LG 28 L Convection MC2886BRUM Floral Pattern Dark Brown,3.8 out of 5 stars,₹349.00,https://www.amazon.in/Stylista-Microwave-Convection-MC2886BRUM-Pattern/dp/B08HQRGBCM/ref=zg_bs_g_1380072031_d_sccl_86/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
87,Kuber Industries Oven Top Cover | Microwave Oven Top Cover | Microwave Cover with 4 Utility Pockets | Oven Cover for Kitchen,4.0 out of 5 stars,₹170.00,https://www.amazon.in/Kuber-Industries-Microwave-Utility-Pockets/dp/B0CKFNMDLM/ref=zg_bs_g_1380072031_d_sccl_87/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
88,"Morphy Richards 30 MCGR Deluxe 30L Convection Microwave Oven with Motorised Rotisserie, 200 Autocook Menus and Child Lock Fea",4.0 out of 5 stars,N/A,https://www.amazon.in/Morphy-Richards-Convection-Microwave-30MCGR/dp/B008P7J5X8/ref=zg_bs_g_1380072031_d_sccl_88/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
89,"Godrej 30 L Convection Microwave Oven (GME 730 CR1 PZ Wine Lily, Wine Lily)",3.8 out of 5 stars,"₹14,390.00",https://www.amazon.in/Godrej-Convection-GME-730-CR1/dp/B07NL5Y6CL/ref=zg_bs_g_1380072031_d_sccl_89/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
90,"IFB 23 L Convection Microwave Oven (23BC5, Black)",4.1 out of 5 stars,"₹12,700.00",https://www.amazon.in/IFB-Convection-Microwave-23BC5-Black/dp/B07R8MF114/ref=zg_bs_g_1380072031_d_sccl_90/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
91,"LG 28L Charcoal Convection Microwave Oven (MJEN286UI, Black, Healthy Heart Recipes, Diet Fry, Paneer, Curd, Ghee, 360° Motori",4.4 out of 5 stars,N/A,https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJEN286UI/dp/B0B4Z2N3V9/ref=zg_bs_g_1380072031_d_sccl_91/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
92,"Faber 32L Built-In Microwave Compact Oven || 10 Auto Cook Menus || Grill, Convection, Defrost & Combination Cooking || 1 Yr W",4.6 out of 5 stars,"₹39,457.60",https://www.amazon.in/Faber-Microwave-Convection-Combination-Efficient/dp/B0CFFHDWTX/ref=zg_bs_g_1380072031_d_sccl_92/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
93,Stylista Microwave Oven Cover for LG 32 L Convection MC3286BRUM Floral Pattern Beige,4.1 out of 5 stars,₹303.00,https://www.amazon.in/Stylista-Microwave-Convection-MC3286BRUM-Pattern/dp/B08HR1Q4BG/ref=zg_bs_g_1380072031_d_sccl_93/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
94,Lithara Printed Waterproof Microwave Oven Cover for LG 21 Litre Convection Microwave Oven MC2146BP | Sams20 (Multicolor),3.6 out of 5 stars,₹284.00,https://www.amazon.in/Lithara-Beautiful-Colored-Microwave-MC2146BP/dp/B078V1Y4PW/ref=zg_bs_g_1380072031_d_sccl_94/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
95,"Morphy Richards 20 L Solo Microwave Oven (20 MS, Black)",4.2 out of 5 stars,N/A,https://www.amazon.in/Morphy-Richards-20-Microwave-MS/dp/B008P7J48Y/ref=zg_bs_g_1380072031_d_sccl_95/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
96,Lithara Printed Waterproof Microwave Oven Cover for Panasonic NN-CT645BFDG 27L | Sams05 (Multicolor),4.6 out of 5 stars,₹299.00,https://www.amazon.in/Lithara-Colour-Microwave-Panasonic-NN-CT645BFDG/dp/B078MLSLJV/ref=zg_bs_g_1380072031_d_sccl_96/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
97,"The Furnishing Tree OTG cover Suitable for IBELL 30 Liters OTG 30GDLX, Dustproof, Stain-Resistant, Cover Size WxDxH in CM- (5",N/A,₹329.00,https://www.amazon.in/Furnishing-Tree-30GDLX-Stain-Resistant-51-5x42x30/dp/B0FK3H47QV/ref=zg_bs_g_1380072031_d_sccl_97/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
98,"The Furnishing Tree microwave oven cover Suitable for LG 28 Liters Convection MJEN286VIW, Dustproof, Stain-Resistant, Cover S",N/A,₹299.00,https://www.amazon.in/Furnishing-Tree-MJEN286VIW-Stain-Resistant-53-34x48-26x33-02/dp/B0FK3FK815/ref=zg_bs_g_1380072031_d_sccl_98/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
99,Heart Home PVC Multicheck Floral Print Microwave Oven Cover for Home & Kitchen 25 LTR. (Brown) 54HH4108.,4.6 out of 5 stars,₹259.00,https://www.amazon.in/Heart-Home-Multicheck-Microwave-54HH4108/dp/B0B538N92W/ref=zg_bs_g_1380072031_d_sccl_99/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
100,"LG 28 L Convection Microwave Oven (MC2846SL, Silver)",4.4 out of 5 stars,N/A,https://www.amazon.in/LG-Convection-Microwave-MC2846SL-Silver/dp/B01JEKO1WY/ref=zg_bs_g_1380072031_d_sccl_100/260-2371597-5479023?psc=1,2025-08-05 21:08:47,2025-08-05 21:08:47
